Date,TeamName,ScoreOff,RushAttOff,RushYdsOff,PassAttOff,PassCompOff,PassYdsOff,PassIntOff,FumblesOff,Opponent,ScoreDef,RushAttDef,RushYdsDef,PassAttDef,PassCompDef,PassYdsDef,PassIntDef,FumblesDef
11/08/2001,Colorado State,28,35,184,8,6,116,1,1,Air Force,21,69,359,22,13,122,0,0
11/10/2001,Alabama,24,46,228,27,13,173,0,2,Mississippi State,17,32,117,37,19,183,1,0
11/10/2001,Alabama-Birmingham,38,43,104,18,9,223,1,0,Texas Christian,17,34,20,36,22,310,1,2
11/10/2001,Arizona,37,24,163,50,25,415,1,4,Stanford,51,55,276,23,13,169,0,1
11/10/2001,Arizona State,16,42,130,32,13,299,1,2,Washington State,28,37,97,29,14,289,2,1
11/10/2001,Arkansas,27,47,238,16,9,129,0,2,Central Florida,20,25,65,44,22,304,1,1
11/10/2001,Arkansas State,17,57,270,23,11,149,1,1,New Mexico State,28,37,215,18,11,161,0,3
11/10/2001,Army,19,27,96,45,27,272,3,0,Buffalo,26,46,150,30,17,185,0,0
11/10/2001,Auburn,24,62,179,25,15,196,1,1,Georgia,17,27,73,34,16,302,2,1
11/10/2001,Ball State,18,58,219,23,12,93,3,1,Kent State,31,37,309,14,5,95,0,0
11/10/2001,Baylor,24,34,121,46,29,281,1,1,Missouri,41,39,151,36,25,380,0,1
11/10/2001,Boise State,28,49,187,32,18,211,2,1,Hawaii,21,20,80,46,23,258,1,0
11/10/2001,Boston College,7,40,131,29,12,162,2,1,Miami-Florida,18,40,165,41,20,222,4,1
11/10/2001,Bowling Green,17,57,244,22,13,156,2,0,Ohio,0,33,105,11,3,35,2,1
11/10/2001,Brigham Young,41,41,247,38,23,268,1,3,Wyoming,34,37,118,52,24,358,1,0
11/10/2001,Buffalo,26,46,150,30,17,185,0,0,Army,19,27,96,45,27,272,3,0
11/10/2001,California,14,34,68,26,13,155,3,1,Southern Cal,55,47,213,37,19,235,0,2
11/10/2001,Central Florida,20,25,65,44,22,304,1,1,Arkansas,27,47,238,16,9,129,0,2
11/10/2001,Central Michigan,35,40,266,23,14,185,1,2,Eastern Michigan,30,41,187,50,23,321,0,0
11/10/2001,Cincinnati,26,56,190,34,18,253,1,0,East Carolina,28,39,305,19,12,159,1,2
11/10/2001,Clemson,20,35,123,37,18,218,4,0,Maryland,37,53,218,21,12,189,0,1
11/10/2001,Colorado,40,57,255,27,18,247,0,1,Iowa State,27,35,132,36,22,279,1,0
11/10/2001,Connecticut,31,26,34,51,19,245,3,1,Utah State,38,39,113,31,20,233,0,1
11/10/2001,East Carolina,28,39,305,19,12,159,1,2,Cincinnati,26,56,190,34,18,253,1,0
11/10/2001,Eastern Michigan,30,41,187,50,23,321,0,0,Central Michigan,35,40,266,23,14,185,1,2
11/10/2001,Florida,54,31,170,34,22,312,0,1,South Carolina,17,43,207,17,7,57,2,0
11/10/2001,Florida State,28,28,132,35,20,302,1,1,No Carolina State,34,38,187,35,27,276,1,0
11/10/2001,Fresno State,38,35,79,37,25,292,2,0,Southern Methodist,13,42,96,29,15,104,2,2
11/10/2001,Georgia,17,27,73,34,16,302,2,1,Auburn,24,62,179,25,15,196,1,1
11/10/2001,Georgia Tech,38,33,74,55,39,486,1,0,Virginia,39,25,134,46,32,327,1,1
11/10/2001,Hawaii,21,20,80,46,23,258,1,0,Boise State,28,49,187,32,18,211,2,1
11/10/2001,Houston,10,36,108,30,16,157,0,0,Louisville,34,34,91,30,20,274,0,1
11/10/2001,Illinois,33,47,184,33,16,195,2,0,Penn State,28,34,114,33,11,148,4,0
11/10/2001,Indiana,37,63,489,13,4,48,0,1,Michigan State,28,30,110,30,20,288,2,1
11/10/2001,Iowa,59,60,283,24,17,305,1,0,Northwestern,16,31,120,34,20,136,2,1
11/10/2001,Iowa State,27,35,132,36,22,279,1,0,Colorado,40,57,255,27,18,247,0,1
11/10/2001,Kansas,0,33,27,19,5,40,2,2,Texas,59,51,276,28,18,330,1,0
11/10/2001,Kansas State,21,44,239,18,4,37,3,0,Nebraska,31,58,264,7,3,60,2,1
11/10/2001,Kent State,31,37,309,14,5,95,0,0,Ball State,18,58,219,23,12,93,3,1
11/10/2001,Kentucky,56,30,130,37,26,453,0,1,Vanderbilt,30,35,102,48,30,440,1,2
11/10/2001,Louisiana State,30,32,145,37,26,318,0,0,Mid Tennessee St,14,29,178,30,22,195,0,1
11/10/2001,Louisiana Tech,53,43,223,31,20,227,1,0,Texas-El Paso,30,39,198,30,18,229,2,2
11/10/2001,Louisville,34,34,91,30,20,274,0,1,Houston,10,36,108,30,16,157,0,0
11/10/2001,Marshall,27,37,90,43,30,333,0,1,Miami-Ohio,21,31,123,29,16,210,0,0
11/10/2001,Maryland,37,53,218,21,12,189,0,1,Clemson,20,35,123,37,18,218,4,0
11/10/2001,Memphis,28,27,23,37,18,281,2,2,Tennessee,49,43,218,39,24,302,1,0
11/10/2001,Miami-Florida,18,40,165,41,20,222,4,1,Boston College,7,40,131,29,12,162,2,1
11/10/2001,Miami-Ohio,21,31,123,29,16,210,0,0,Marshall,27,37,90,43,30,333,0,1
11/10/2001,Michigan,31,56,300,26,14,153,1,0,Minnesota,10,30,150,25,12,140,0,0
11/10/2001,Michigan State,28,30,110,30,20,288,2,1,Indiana,37,63,489,13,4,48,0,1
11/10/2001,Mid Tennessee St,14,29,178,30,22,195,0,1,Louisiana State,30,32,145,37,26,318,0,0
11/10/2001,Minnesota,10,30,150,25,12,140,0,0,Michigan,31,56,300,26,14,153,1,0
11/10/2001,Mississippi State,17,32,117,37,19,183,1,0,Alabama,24,46,228,27,13,173,0,2
11/10/2001,Missouri,41,39,151,36,25,380,0,1,Baylor,24,34,121,46,29,281,1,1
11/10/2001,Navy,28,56,300,34,10,113,2,1,Tulane,42,27,137,49,36,442,1,2
11/10/2001,Nebraska,31,58,264,7,3,60,2,1,Kansas State,21,44,239,18,4,37,3,0
11/10/2001,Nevada-Las Vegas,17,42,107,28,12,159,1,1,New Mexico,27,45,200,27,11,140,0,1
11/10/2001,Nevada-Reno,45,36,226,49,26,565,1,0,San Jose State,64,55,315,28,23,534,0,0
11/10/2001,New Mexico,27,45,200,27,11,140,0,1,Nevada-Las Vegas,17,42,107,28,12,159,1,1
11/10/2001,New Mexico State,28,37,215,18,11,161,0,3,Arkansas State,17,57,270,23,11,149,1,1
11/10/2001,No Carolina State,34,38,187,35,27,276,1,0,Florida State,28,28,132,35,20,302,1,1
11/10/2001,North Carolina,31,34,54,32,24,361,1,3,Wake Forest,32,58,212,24,14,142,1,0
11/10/2001,North Texas,42,52,256,11,7,139,0,1,UL-Lafayette,17,20,100,67,35,344,1,1
11/10/2001,Northwestern,16,31,120,34,20,136,2,1,Iowa,59,60,283,24,17,305,1,0
11/10/2001,Ohio,0,33,105,11,3,35,2,1,Bowling Green,17,57,244,22,13,156,2,0
11/10/2001,Ohio State,35,49,166,20,14,263,0,4,Purdue,9,32,71,27,12,140,3,0
11/10/2001,Oklahoma,31,43,157,38,25,195,1,0,Texas A & M,10,27,74,23,11,58,0,0
11/10/2001,Oklahoma State,30,32,93,41,26,252,1,1,Texas Tech,49,26,106,56,44,440,0,0
11/10/2001,Oregon,21,33,161,23,13,195,0,0,U.C.L.A.,20,49,120,22,14,321,2,0
11/10/2001,Oregon State,49,57,180,28,18,317,0,4,Washington,24,30,88,41,17,193,1,1
11/10/2001,Penn State,28,34,114,33,11,148,4,0,Illinois,33,47,184,33,16,195,2,0
11/10/2001,Pittsburgh,42,38,154,29,19,330,0,0,Rutgers,0,34,48,24,11,64,0,2
11/10/2001,Purdue,9,32,71,27,12,140,3,0,Ohio State,35,49,166,20,14,263,0,4
11/10/2001,Rice,59,62,498,8,5,155,1,0,Tulsa,32,39,261,45,23,245,0,1
11/10/2001,Rutgers,0,34,48,24,11,64,0,2,Pittsburgh,42,38,154,29,19,330,0,0
11/10/2001,San Diego State,3,31,64,29,15,194,1,0,Utah,17,45,225,20,10,138,0,0
11/10/2001,San Jose State,64,55,315,28,23,534,0,0,Nevada-Reno,45,36,226,49,26,565,1,0
11/10/2001,South Carolina,17,43,207,17,7,57,2,0,Florida,54,31,170,34,22,312,0,1
11/10/2001,South Florida,48,45,232,33,20,277,0,2,Western Illinois,17,31,38,46,19,238,1,1
11/10/2001,Southern Cal,55,47,213,37,19,235,0,2,California,14,34,68,26,13,155,3,2
11/10/2001,Southern Methodist,13,42,96,29,15,104,2,2,Fresno State,38,35,79,37,25,292,2,0
11/10/2001,Stanford,51,55,276,23,13,169,0,1,Arizona,37,24,163,50,25,415,1,4
11/10/2001,Syracuse,24,51,126,18,10,86,0,0,West Virginia,13,39,166,48,25,162,2,2
11/10/2001,Temple,0,27,60,45,14,177,4,2,Virginia Tech,35,44,225,18,11,134,1,0
11/10/2001,Tennessee,49,43,218,39,24,302,1,0,Memphis,28,27,23,37,18,281,2,2
11/10/2001,Texas,59,51,276,28,18,330,1,0,Kansas,0,33,27,19,5,40,2,2
11/10/2001,Texas A & M,10,27,74,23,11,58,0,0,Oklahoma,31,43,157,38,25,195,1,0
11/10/2001,Texas Christian,17,34,20,36,22,310,1,2,Alabama-Birmingham,38,43,104,18,9,223,1,0
11/10/2001,Texas Tech,49,26,106,56,44,440,0,0,Oklahoma State,30,32,93,41,26,252,1,1
11/10/2001,Texas-El Paso,30,39,198,30,18,229,2,2,Louisiana Tech,53,43,223,31,20,227,1,0
11/10/2001,Troy State,44,56,218,33,23,307,0,1,UL-Monroe,12,22,74,27,9,142,5,1
11/10/2001,Tulane,42,27,137,49,36,442,1,2,Navy,28,56,300,34,10,113,2,1
11/10/2001,Tulsa,32,39,261,45,23,245,0,1,Rice,59,62,498,8,5,155,1,0
11/10/2001,U.C.L.A.,20,49,120,22,14,321,2,0,Oregon,21,33,161,23,13,195,0,0
11/10/2001,UL-Lafayette,17,20,100,67,35,344,1,1,North Texas,42,52,256,11,7,139,0,1
11/10/2001,UL-Monroe,12,22,74,27,9,142,5,1,Troy State,44,56,218,33,23,307,0,1
11/10/2001,Utah,17,45,225,20,10,138,0,0,San Diego State,3,31,64,29,15,194,1,0
11/10/2001,Utah State,38,39,113,31,20,234,0,1,Connecticut,31,26,34,51,19,245,3,1
11/10/2001,Vanderbilt,30,35,102,48,30,440,1,2,Kentucky,56,30,130,37,26,453,0,1
11/10/2001,Virginia,39,25,134,46,32,327,1,1,Georgia Tech,38,33,74,55,39,486,1,0
11/10/2001,Virginia Tech,35,44,225,18,11,134,1,0,Temple,0,27,60,45,14,177,4,2
11/10/2001,Wake Forest,32,58,212,24,14,142,1,0,North Carolina,31,34,54,32,24,361,1,3
11/10/2001,Washington,24,30,88,41,17,193,1,1,Oregon State,49,57,180,28,18,317,0,3
11/10/2001,Washington State,28,37,97,29,14,289,2,1,Arizona State,16,42,130,32,13,299,1,2
11/10/2001,West Virginia,13,39,166,48,25,162,2,2,Syracuse,24,51,126,18,10,86,0,0
11/10/2001,Wyoming,34,37,118,52,24,358,1,0,Brigham Young,41,41,247,38,23,268,1,3
11/15/2001,East Carolina,34,37,167,34,21,284,2,1,Louisville,39,44,138,34,22,292,1,0
11/15/2001,Louisville,39,44,138,34,22,292,1,0,East Carolina,34,37,167,34,21,284,2,1
11/17/2001,Air Force,10,61,259,29,13,77,3,1,Nevada-Las Vegas,34,42,215,19,7,138,1,2
11/17/2001,Akron,41,54,217,21,13,155,0,0,Buffalo,14,34,153,31,14,140,3,0
11/17/2001,Alabama,31,44,328,30,22,221,0,0,Auburn,7,28,41,24,16,231,0,1
11/17/2001,Alabama-Birmingham,43,54,252,15,8,128,0,0,Houston,21,16,-6,58,32,276,2,1
11/17/2001,Arkansas,24,58,329,19,10,134,1,1,Mississippi State,21,30,65,31,17,192,3,0
11/17/2001,Arkansas State,7,38,106,34,16,142,2,1,UL-Monroe,16,32,82,23,14,179,0,0
11/17/2001,Army,10,45,167,35,16,154,3,1,Memphis,42,40,138,22,13,233,1,2
11/17/2001,Auburn,7,28,41,24,16,231,0,1,Alabama,31,44,328,30,22,221,0,0
11/17/2001,Ball State,29,42,173,44,25,274,3,0,Northern Illinois,33,40,124,26,14,217,1,0
11/17/2001,Baylor,22,50,202,43,27,315,4,0,Oklahoma State,38,33,129,26,14,194,1,0
11/17/2001,Boise State,56,44,204,32,19,351,1,1,San Jose State,6,30,54,33,13,129,2,1
11/17/2001,Boston College,38,56,362,29,14,176,2,1,Rutgers,7,38,51,24,9,132,1,2
11/17/2001,Bowling Green,43,33,146,53,36,472,0,1,Northwestern,42,58,203,39,26,421,2,2
11/17/2001,Brigham Young,24,32,180,42,21,270,1,1,Utah,21,46,168,32,16,189,1,1
11/17/2001,Buffalo,14,34,153,31,14,140,3,0,Akron,41,54,217,21,13,155,0,0
11/17/2001,California,28,26,82,47,20,278,2,2,Stanford,35,45,178,39,20,390,3,2
11/17/2001,Central Michigan,17,50,198,29,16,127,2,0,Western Michigan,20,43,170,29,14,167,1,0
11/17/2001,Clemson,15,31,146,29,15,204,2,0,South Carolina,20,55,215,24,14,152,1,0
11/17/2001,Colorado State,24,43,128,23,11,171,0,1,New Mexico,17,41,156,37,15,255,5,0
11/17/2001,Connecticut,14,42,118,31,11,102,0,1,Mid Tennessee St,38,52,327,18,13,201,0,1
11/17/2001,Duke,17,36,59,33,13,172,0,0,North Carolina,52,39,192,39,22,368,0,0
11/17/2001,Eastern Michigan,7,23,18,30,13,148,0,0,Toledo,28,47,189,29,23,236,0,1
11/17/2001,Florida,37,30,123,43,28,330,1,1,Florida State,13,21,40,40,27,228,1,0
11/17/2001,Florida State,13,21,40,40,27,228,1,0,Florida,37,30,123,43,28,330,1,1
11/17/2001,Fresno State,61,34,200,35,23,368,1,1,Nevada-Reno,14,53,117,33,14,167,0,3
11/17/2001,Georgia,35,49,268,14,8,93,2,0,Mississippi,15,20,28,47,35,233,1,1
11/17/2001,Georgia Tech,38,47,146,27,20,267,1,1,Wake Forest,33,43,140,39,18,210,2,1
11/17/2001,Hawaii,52,11,45,53,30,500,1,0,Miami-Ohio,51,38,164,53,40,452,0,0
11/17/2001,Houston,21,16,-6,58,32,276,2,1,Alabama-Birmingham,43,54,252,15,8,128,0,0
11/17/2001,Illinois,34,41,116,28,18,274,1,1,Ohio State,22,40,224,37,15,206,2,0
11/17/2001,Indiana,14,49,298,24,12,225,0,0,Penn State,28,38,172,23,17,278,1,0
11/17/2001,Iowa,42,53,267,14,13,206,0,1,Minnesota,24,35,107,35,21,368,1,0
11/17/2001,Iowa State,49,63,320,18,7,112,1,0,Kansas,7,34,85,26,12,126,5,1
11/17/2001,Kansas,7,34,85,26,12,126,5,1,Iowa State,49,63,320,18,7,112,1,0
11/17/2001,Kansas State,40,66,338,24,16,205,3,2,Louisiana Tech,7,20,31,38,16,144,2,1
11/17/2001,Kentucky,35,31,137,53,34,406,1,1,Tennessee,38,23,82,30,20,285,0,0
11/17/2001,Louisiana Tech,7,20,31,38,16,144,2,1,Kansas State,40,65,329,25,17,214,3,2
11/17/2001,Marshall,42,24,113,39,28,399,0,1,Ohio,18,65,318,21,8,86,1,2
11/17/2001,Maryland,23,36,103,41,27,296,1,2,No Carolina State,19,33,38,43,27,275,1,1
11/17/2001,Memphis,42,40,138,22,13,233,1,2,Army,10,45,167,35,16,154,3,1
11/17/2001,Miami-Florida,59,36,331,22,14,235,0,0,Syracuse,0,46,105,20,10,80,1,1
11/17/2001,Miami-Ohio,51,38,164,53,40,452,0,0,Hawaii,52,11,45,53,30,500,1,0
11/17/2001,Michigan,20,38,105,26,11,58,1,1,Wisconsin,17,45,159,29,14,133,0,2
11/17/2001,Michigan State,14,33,60,45,24,304,2,4,Purdue,24,49,140,21,13,126,0,2
11/17/2001,Mid Tennessee St,38,52,327,18,13,201,0,1,Connecticut,14,42,118,31,11,102,0,1
11/17/2001,Minnesota,24,35,107,35,21,368,1,0,Iowa,42,53,267,14,13,206,0,1
11/17/2001,Mississippi,15,20,28,47,35,233,1,1,Georgia,35,49,268,14,8,93,2,0
11/17/2001,Mississippi State,21,30,65,31,17,192,3,0,Arkansas,24,58,329,19,10,134,1,1
11/17/2001,Navy,16,45,177,18,7,123,1,2,Notre Dame,34,58,272,12,7,118,1,1
11/17/2001,Nevada-Las Vegas,34,42,215,19,7,138,1,2,Air Force,10,61,259,29,13,77,3,1
11/17/2001,Nevada-Reno,14,53,117,33,14,167,0,3,Fresno State,61,34,200,35,23,368,1,1
11/17/2001,New Mexico,17,41,156,37,15,255,5,0,Colorado State,24,43,128,23,11,171,0,1
11/17/2001,New Mexico State,49,45,245,22,12,203,0,2,UL-Lafayette,46,32,127,43,26,329,1,0
11/17/2001,No Carolina State,19,33,38,43,27,275,1,1,Maryland,23,36,103,41,27,296,1,2
11/17/2001,North Carolina,52,39,192,39,22,368,0,0,Duke,17,36,59,33,13,172,0,0
11/17/2001,Northern Illinois,33,40,124,26,14,217,1,0,Ball State,29,42,173,44,25,274,3,0
11/17/2001,Northwestern,42,58,203,39,26,421,2,2,Bowling Green,43,33,146,53,36,472,0,1
11/17/2001,Notre Dame,34,58,272,12,7,118,1,1,Navy,16,45,177,18,7,123,1,2
11/17/2001,Ohio,18,65,318,21,8,86,1,2,Marshall,42,24,113,39,28,399,0,1
11/17/2001,Ohio State,22,40,224,37,15,206,2,0,Illinois,34,41,116,28,18,274,1,1
11/17/2001,Oklahoma,30,35,110,50,33,274,2,0,Texas Tech,13,16,-7,37,24,254,2,1
11/17/2001,Oklahoma State,38,33,129,26,14,194,1,0,Baylor,22,50,202,43,27,315,4,0
11/17/2001,Oregon State,45,40,168,25,15,353,2,3,Northern Arizona,10,41,125,26,11,93,1,1
11/17/2001,Penn State,28,38,172,23,17,278,1,0,Indiana,14,49,298,24,12,225,0,0
11/17/2001,Purdue,24,49,140,21,13,126,0,2,Michigan State,14,33,60,45,24,304,2,4
11/17/2001,Rice,24,73,293,15,6,57,0,0,Texas-El Paso,20,21,86,33,16,227,2,1
11/17/2001,Rutgers,7,38,51,24,9,132,1,2,Boston College,38,56,362,29,14,176,2,1
11/17/2001,San Diego State,38,59,199,25,12,183,1,1,Wyoming,16,32,57,40,21,307,6,3
11/17/2001,San Jose State,6,30,54,33,13,129,2,1,Boise State,56,44,204,32,19,351,1,1
11/17/2001,South Carolina,20,55,215,24,14,152,1,0,Clemson,15,31,146,29,15,204,2,0
11/17/2001,Southern Cal,27,38,96,23,14,180,1,0,U.C.L.A.,0,27,28,28,13,86,3,1
11/17/2001,Southern Methodist,24,52,218,14,8,84,2,1,Tulsa,14,32,107,44,20,242,3,2
11/17/2001,Southern Miss,59,39,103,36,24,409,0,0,Tulane,6,36,155,34,19,170,2,1
11/17/2001,Stanford,35,45,178,39,20,390,3,2,California,28,26,82,47,20,278,2,2
11/17/2001,Syracuse,0,46,105,20,10,80,1,1,Miami-Florida,59,36,331,22,14,235,0,0
11/17/2001,Temple,17,50,205,19,8,85,0,2,West Virginia,14,40,216,37,19,153,2,2
11/17/2001,Tennessee,38,23,82,30,20,285,0,0,Kentucky,35,31,137,53,34,406,1,1
11/17/2001,Texas Tech,13,16,-7,37,24,254,2,1,Oklahoma,30,35,110,50,33,274,2,0
11/17/2001,Texas-El Paso,20,20,77,34,17,236,2,1,Rice,24,73,293,15,6,57,0,0
11/17/2001,Toledo,28,47,189,29,23,236,0,1,Eastern Michigan,7,23,18,30,13,148,0,0
11/17/2001,Troy State,21,39,187,26,17,254,2,0,Jacksonville St,10,32,114,26,13,189,1,2
11/17/2001,Tulane,6,36,155,34,19,170,2,1,Southern Miss,59,39,103,36,24,409,0,0
11/17/2001,Tulsa,14,32,107,44,20,242,3,2,Southern Methodist,24,52,218,14,8,84,2,1
11/17/2001,U.C.L.A.,0,27,28,28,13,86,3,1,Southern Cal,27,38,96,23,14,180,1,0
11/17/2001,UL-Lafayette,46,32,127,43,26,329,1,0,New Mexico State,49,45,245,22,12,203,0,2
11/17/2001,UL-Monroe,16,32,82,23,14,179,0,0,Arkansas State,7,38,106,34,16,142,2,1
11/17/2001,Utah,21,46,168,32,16,189,1,1,Brigham Young,24,32,180,42,21,270,1,1
11/17/2001,Utah State,55,41,243,35,24,441,2,0,Weber State,43,28,105,50,29,395,1,1
11/17/2001,Virginia,17,25,8,36,21,261,2,3,Virginia Tech,31,55,241,24,12,190,1,1
11/17/2001,Virginia Tech,31,55,241,24,12,190,1,1,Virginia,17,25,8,36,21,261,2,3
11/17/2001,Wake Forest,33,43,140,39,18,210,2,1,Georgia Tech,38,47,146,27,20,267,1,1
11/17/2001,Washington,26,41,79,38,25,371,1,1,Washington State,14,30,95,35,22,227,1,3
11/17/2001,Washington State,14,30,95,35,22,227,1,3,Washington,26,41,79,38,25,371,1,1
11/17/2001,West Virginia,14,40,216,37,19,153,2,2,Temple,17,50,205,19,8,85,0,2
11/17/2001,Western Michigan,20,43,170,29,14,167,1,0,Central Michigan,17,50,198,29,16,127,2,0
11/17/2001,Wisconsin,17,45,159,29,14,133,0,2,Michigan,20,38,105,26,11,58,1,1
11/17/2001,Wyoming,16,32,57,40,21,307,6,3,San Diego State,38,59,199,25,12,183,1,1
11/22/2001,Arkansas State,22,33,201,30,13,146,4,0,Nicholls State,28,65,172,15,9,173,1,3
11/22/2001,Illinois,34,47,183,43,33,387,1,1,Northwestern,28,42,201,41,19,266,1,0
11/22/2001,Mississippi,28,41,137,37,17,211,3,0,Mississippi State,36,45,199,21,14,263,0,0
11/22/2001,Mississippi State,36,45,199,21,14,263,0,0,Mississippi,28,41,137,37,17,211,3,0
11/22/2001,Northwestern,28,42,201,41,19,266,1,0,Illinois,34,47,183,43,33,387,1,1
11/23/2001,Arizona,34,44,163,29,18,225,1,0,Arizona State,21,33,113,37,16,217,2,1
11/23/2001,Arizona State,21,33,113,37,16,217,2,1,Arizona,34,44,163,29,18,225,1,0
11/23/2001,Arkansas,38,42,146,33,16,266,2,0,Louisiana State,41,37,159,33,19,359,4,1
11/23/2001,Bowling Green,56,54,211,32,20,286,0,0,Toledo,21,30,93,28,14,180,2,4
11/23/2001,California,20,45,192,26,15,193,1,1,Rutgers,10,35,47,27,11,142,2,0
11/23/2001,Colorado,62,52,380,16,9,202,0,0,Nebraska,36,49,354,28,13,198,2,2
11/23/2001,East Carolina,21,41,109,29,19,250,1,4,Southern Miss,28,48,195,25,18,167,0,0
11/23/2001,Fresno State,40,51,282,37,21,328,1,0,San Jose State,21,27,42,41,26,450,4,2
11/23/2001,Louisiana State,41,37,159,33,19,359,4,1,Arkansas,38,42,146,33,16,266,2,0
11/23/2001,Louisville,22,25,-47,52,33,381,0,3,Texas Christian,37,42,178,24,13,256,1,0
11/23/2001,Nebraska,36,49,354,28,13,198,2,2,Colorado,62,52,380,16,9,202,0,0
11/23/2001,Rutgers,10,35,47,27,11,142,2,0,California,20,45,192,26,15,193,1,1
11/23/2001,San Jose State,21,27,42,41,26,450,4,2,Fresno State,40,51,282,37,21,328,1,0
11/23/2001,Southern Miss,28,48,195,25,18,167,0,0,East Carolina,21,41,109,29,19,250,1,4
11/23/2001,Texas,21,35,97,33,16,138,0,0,Texas A & M,7,31,48,38,17,117,2,0
11/23/2001,Texas A & M,7,31,48,38,17,117,2,0,Texas,21,35,97,33,16,138,0,0
11/23/2001,Texas Christian,37,42,178,24,13,256,1,0,Louisville,22,25,-47,52,33,381,0,3
11/23/2001,Toledo,21,30,93,28,14,180,2,4,Bowling Green,56,54,211,32,20,286,0,0
11/24/2001,Air Force,30,78,545,20,4,58,2,2,Hawaii,52,15,67,49,32,505,0,1
11/24/2001,Akron,65,58,219,33,21,313,0,1,Eastern Michigan,62,36,111,50,27,392,3,0
11/24/2001,Ball State,35,45,100,24,14,284,0,1,Western Michigan,31,36,88,42,19,274,0,0
11/24/2001,Baylor,56,40,163,35,23,344,1,0,Southern Illinois,12,39,115,33,20,199,3,1
11/24/2001,Boise State,26,64,277,27,13,191,1,2,Central Michigan,10,31,74,25,10,73,2,1
11/24/2001,Boston College,28,27,216,28,17,217,0,1,Syracuse,39,66,322,21,16,253,0,0
11/24/2001,Central Florida,31,30,153,32,17,272,2,1,UL-Lafayette,0,27,30,41,20,184,1,1
11/24/2001,Central Michigan,10,31,74,25,10,73,2,1,Boise State,26,64,277,27,13,191,1,2
11/24/2001,Cincinnati,36,54,224,36,18,348,0,0,Memphis,34,32,145,33,16,295,0,0
11/24/2001,Connecticut,7,36,23,28,12,90,2,1,Temple,56,42,339,19,14,205,0,1
11/24/2001,Eastern Michigan,62,36,111,50,27,392,3,0,Akron,65,58,219,33,21,313,0,1
11/24/2001,Georgia,31,52,232,25,11,210,0,1,Georgia Tech,17,28,63,35,19,179,1,1
11/24/2001,Georgia Tech,17,28,63,35,19,179,1,1,Georgia,31,52,232,25,11,210,0,1
11/24/2001,Hawaii,52,15,67,49,32,505,0,1,Air Force,30,78,545,20,4,58,2,2
11/24/2001,Idaho,27,88,290,85,56,715,0,6,Montana,33,72,369,56,34,452,1,2
11/24/2001,Indiana,13,51,204,19,7,96,1,2,Purdue,7,18,-8,62,31,263,0,2
11/24/2001,Iowa,14,36,159,20,15,145,1,2,Iowa State,17,39,84,27,20,228,1,0
11/24/2001,Iowa State,17,39,84,27,20,228,1,0,Iowa,14,36,159,20,15,145,1,2
11/24/2001,Kansas,27,50,230,27,13,221,1,0,Wyoming,14,39,121,32,14,165,1,0
11/24/2001,Kansas State,24,56,282,21,11,113,0,1,Missouri,3,35,229,28,8,88,1,0
11/24/2001,Kent State,24,46,333,20,9,79,2,0,Miami-Ohio,20,31,-1,36,20,238,2,0
11/24/2001,Louisiana Tech,19,43,233,28,16,137,0,0,Tulsa,7,45,191,30,12,116,1,0
11/24/2001,Marshall,38,31,171,35,25,208,0,1,Youngstown State,24,61,372,14,5,50,1,2
11/24/2001,Memphis,34,32,145,33,16,295,0,0,Cincinnati,36,54,224,36,18,348,0,0
11/24/2001,Miami-Florida,64,37,211,24,15,202,1,0,Washington,7,45,98,36,17,194,6,1
11/24/2001,Miami-Ohio,20,31,-1,36,20,238,2,0,Kent State,24,46,333,20,9,79,2,0
11/24/2001,Michigan,20,35,117,47,21,206,4,1,Ohio State,26,50,137,18,11,118,1,0
11/24/2001,Michigan State,37,41,186,36,24,356,0,1,Penn State,42,35,95,29,15,305,1,0
11/24/2001,Minnesota,42,43,208,26,18,269,1,0,Wisconsin,31,37,256,37,17,238,1,0
11/24/2001,Missouri,3,35,229,28,8,88,1,0,Kansas State,24,56,282,21,11,113,0,1
11/24/2001,Nevada-Reno,48,56,409,24,13,119,0,0,Texas-El Paso,31,34,188,25,17,217,0,0
11/24/2001,New Mexico,53,59,350,9,5,113,0,0,New Mexico State,0,31,79,37,15,157,2,1
11/24/2001,New Mexico State,0,31,79,37,15,157,2,1,New Mexico,53,59,350,9,5,113,0,0
11/24/2001,No Carolina State,27,39,168,32,26,254,0,0,Ohio,7,44,133,14,6,52,0,0
11/24/2001,Northern Illinois,35,36,122,28,14,201,0,1,Wake Forest,38,58,232,24,13,157,1,0
11/24/2001,Notre Dame,13,43,241,20,2,64,1,0,Stanford,17,45,199,23,8,159,1,2
11/24/2001,Ohio,7,44,133,14,6,52,0,0,No Carolina State,27,39,168,32,26,254,0,0
11/24/2001,Ohio State,26,50,137,18,11,118,1,0,Michigan,20,35,117,47,21,206,4,1
11/24/2001,Oklahoma,13,26,-18,49,23,238,3,0,Oklahoma State,16,40,76,47,21,258,3,1
11/24/2001,Oklahoma State,16,40,76,47,21,258,3,1,Oklahoma,13,27,0,48,22,220,3,0
11/24/2001,Penn State,42,35,95,29,15,305,1,0,Michigan State,37,41,186,36,24,356,0,1
11/24/2001,Pittsburgh,23,45,178,30,18,282,0,1,West Virginia,17,37,104,23,10,68,0,0
