Week,Team,ScoreOff,RushAttOff,RushYdsOff,PassAttOff,PassCompOff,PassYdsOff,PassIntOff,FumblesOff,Opponent,ScoreDef,RushAttDef,RushYdsDef,PassAttDef,PassCompDef,PassYdsDef,PassIntDef,FumblesDef
10/21/2000,Utah,17,39,110,24,9,142,3,1,Colorado State,24,35,68,36,18,207,1,0
10/21/2000,Texas-El Paso,23,44,157,29,20,212,1,0,Fresno State,13,31,93,31,14,142,1,0
10/21/2000,Utah State,31,37,130,36,20,439,0,2,Idaho,14,36,155,45,27,251,1,1
10/21/2000,Vanderbilt,14,27,148,27,14,214,2,1,South Carolina,30,52,339,26,12,151,1,1
10/21/2000,Virginia,3,46,33,27,14,166,2,3,Florida State,37,33,128,35,22,426,1,1
10/21/2000,Virginia Tech,22,48,165,11,6,75,0,0,Syracuse,14,41,111,25,13,217,4,1
10/21/2000,Washington,36,42,113,35,19,225,0,1,California,24,29,132,32,14,213,1,2
10/21/2000,Washington State,20,37,167,32,14,321,3,2,Arizona State,23,50,117,32,20,251,2,0
10/21/2000,Wake Forest,7,30,72,50,29,354,3,1,Maryland,37,42,233,31,20,246,0,1
10/21/2000,Wisconsin,24,42,158,29,21,243,0,1,Purdue,30,26,145,43,21,274,0,0
10/21/2000,Western Michigan,52,46,209,35,22,209,0,0,Northern Illinois,22,38,162,20,12,193,1,1
10/21/2000,West Virginia,28,46,134,35,16,305,1,0,Notre Dame,42,43,227,17,9,146,0,0
10/21/2000,Wyoming,23,43,128,42,28,237,0,1,Nevada-Las Vegas,42,35,193,15,9,175,2,0
10/28/2000,Air Force,31,53,206,29,17,265,0,1,Notre Dame,34,47,212,25,10,171,0,1
10/28/2000,Akron,28,52,235,25,11,170,1,0,Marshall,31,28,43,49,26,393,0,1
10/28/2000,Arkansas State,31,30,68,44,22,231,1,1,Utah State,44,39,236,43,24,247,0,1
10/28/2000,Alabama,38,34,179,30,15,250,4,1,Central Florida,40,33,95,49,27,283,1,1
10/28/2000,Arizona,24,45,211,18,7,105,4,0,U.C.L.A.,27,39,54,35,19,230,2,0
10/28/2000,Arkansas,19,29,166,42,20,204,3,0,Auburn,21,39,113,30,19,240,2,1
10/28/2000,Auburn,21,39,113,30,19,240,2,1,Arkansas,19,29,166,42,20,204,3,0
10/28/2000,Arizona State,55,51,235,34,21,432,1,3,Oregon,56,40,131,43,26,434,0,2
10/28/2000,Ball State,38,68,381,30,18,228,2,2,Central Michigan,34,36,153,23,7,83,0,0
10/28/2000,Baylor,14,32,57,33,9,77,4,1,Texas,48,36,90,50,23,383,1,1
10/28/2000,Boise State,34,42,166,36,23,375,0,0,New Mexico State,31,47,317,15,9,160,0,0
10/28/2000,Boston College,42,55,325,18,11,159,0,1,Rutgers,13,37,133,36,13,171,2,0
10/28/2000,Buffalo,10,30,174,29,9,107,4,0,Northern Illinois,73,54,286,32,21,360,0,0
10/28/2000,Brigham Young,19,40,128,34,22,225,1,3,Wyoming,7,36,68,30,19,169,4,1
10/28/2000,California,28,39,82,12,7,131,0,1,Southern Cal,16,39,118,39,19,202,2,1
10/28/2000,Central Florida,40,33,95,49,27,283,1,1,Alabama,38,34,179,30,15,250,4,1
10/28/2000,Cincinnati,45,41,182,29,16,201,0,0,Miami-Ohio,15,42,128,43,20,261,2,2
10/28/2000,Clemson,28,37,147,27,15,207,1,2,Georgia Tech,31,40,96,57,35,454,0,0
10/28/2000,Central Michigan,34,36,153,23,7,83,0,0,Ball State,38,68,381,30,18,228,2,2
10/28/2000,Colorado,37,29,135,37,24,389,0,1,Oklahoma State,21,38,114,49,30,313,1,0
10/28/2000,Colorado State,34,33,84,34,22,232,1,1,San Diego State,22,25,26,46,30,393,2,1
10/28/2000,Duke,9,40,13,38,22,253,2,1,Maryland,20,34,172,23,12,182,3,0
10/28/2000,East Carolina,13,41,157,35,18,253,0,1,Alabama-Birmingham,16,36,156,26,15,192,0,0
10/28/2000,Florida,34,32,69,36,18,247,3,1,Georgia,23,45,173,40,20,240,3,1
10/28/2000,Fresno State,34,37,199,24,17,252,1,0,Tulsa,12,32,78,55,30,352,2,2
10/28/2000,Florida State,58,54,324,22,14,195,0,0,No Carolina State,14,22,49,43,21,235,3,0
10/28/2000,Georgia,23,45,173,40,20,240,3,1,Florida,34,32,69,36,18,247,3,1
10/28/2000,Georgia Tech,31,40,96,57,35,454,0,0,Clemson,28,37,147,27,15,207,1,2
10/28/2000,Hawaii,48,20,74,74,38,492,2,0,San Jose State,57,50,285,22,12,227,0,1
10/28/2000,Houston,3,30,-2,31,15,150,0,0,Southern Miss,6,38,113,33,18,215,0,1
10/28/2000,Iowa State,39,50,339,17,10,156,1,0,Missouri,20,48,256,34,13,171,2,0
10/28/2000,Illinois,10,45,182,29,13,104,2,0,Michigan State,14,46,180,24,13,117,2,1
10/28/2000,Indiana,24,46,225,23,10,91,3,1,Penn State,27,35,161,23,18,198,0,1
10/28/2000,Iowa,7,24,84,27,13,122,2,0,Wisconsin,13,50,118,26,18,292,1,2
10/28/2000,Kansas,39,44,172,41,23,327,0,1,Texas Tech,45,32,80,49,33,409,0,1
10/28/2000,Kent State,0,32,94,16,7,27,0,0,Western Michigan,42,51,241,35,22,261,0,0
10/28/2000,Kansas State,10,34,118,40,14,227,3,0,Texas A & M,26,53,171,20,12,155,0,0
10/28/2000,Louisville,35,37,114,42,24,283,0,2,Tulane,32,25,59,72,43,388,3,2
10/28/2000,Louisiana Tech,31,18,67,72,42,418,3,0,Miami-Florida,42,48,331,31,16,185,3,1
10/28/2000,Marshall,31,28,43,49,26,393,0,1,Akron,28,52,235,25,11,170,1,0
10/28/2000,Michigan State,14,46,180,24,13,117,2,1,Illinois,10,45,182,23,13,104,2,0
10/28/2000,Maryland,20,34,172,23,12,182,3,0,Duke,9,40,13,38,22,253,2,1
10/28/2000,Miami-Florida,42,48,331,31,16,185,3,1,Louisiana Tech,31,18,67,72,42,418,3,0
10/28/2000,Miami-Ohio,15,42,128,43,20,261,2,2,Cincinnati,45,41,182,29,16,201,0,0
10/28/2000,Minnesota,35,35,120,36,20,316,1,0,Northwestern,41,65,334,32,18,209,0,2
10/28/2000,Mississippi,43,38,164,29,18,288,0,0,Nevada-Las Vegas,40,59,378,25,7,93,2,0
10/28/2000,Missouri,20,48,256,34,13,171,2,0,Iowa State,39,50,339,17,10,156,1,0
10/28/2000,Mississippi State,61,45,270,26,18,260,0,1,Mid Tennessee St,35,33,190,40,18,337,3,1
10/28/2000,Mid Tennessee St,35,33,190,40,18,337,3,1,Mississippi State,61,45,270,26,18,260,0,1
10/28/2000,Navy,14,46,127,18,10,105,1,1,Toledo,35,41,251,28,17,135,0,2
10/28/2000,North Carolina,6,49,157,39,22,223,1,1,Virginia,17,33,105,15,8,122,0,1
10/28/2000,No Carolina State,14,22,49,43,21,235,3,0,Florida State,58,54,324,22,14,195,0,0
10/28/2000,Notre Dame,34,47,212,25,10,171,0,1,Air Force,31,53,206,29,17,265,0,1
10/28/2000,Nebraska,14,43,195,27,12,133,1,1,Oklahoma,31,35,118,34,20,300,1,0
10/28/2000,Nevada-Reno,7,23,19,39,22,306,4,1,Southern Methodist,21,36,143,35,25,233,1,0
10/28/2000,Northern Illinois,73,54,286,32,21,360,0,0,Buffalo,10,30,174,29,9,107,4,0
10/28/2000,New Mexico,10,53,161,12,6,39,0,0,Utah,3,27,60,31,13,185,2,0
10/28/2000,New Mexico State,31,47,317,15,9,160,0,0,Boise State,34,42,166,36,23,375,0,0
10/28/2000,North Texas,13,41,207,11,6,108,1,1,UL-Lafayette,0,40,114,31,17,135,1,3
10/28/2000,Northwestern,41,65,334,32,18,209,0,2,Minnesota,35,35,120,36,20,316,1,0
10/28/2000,Ohio State,27,31,70,29,17,208,1,1,Purdue,31,28,31,65,39,455,4,0
10/28/2000,Oklahoma,31,35,118,34,20,300,1,0,Nebraska,14,43,195,27,12,133,1,1
10/28/2000,Oklahoma State,21,38,114,49,30,313,1,0,Colorado,37,29,135,37,24,389,0,1
10/28/2000,Oregon,56,40,131,43,26,434,0,2,Arizona State,55,51,235,34,21,432,1,3
10/28/2000,Oregon State,38,43,267,30,13,146,1,0,Washington State,9,31,56,37,17,184,2,0
10/28/2000,Penn State,27,35,161,23,18,198,0,1,Indiana,24,46,225,23,10,91,3,1
10/28/2000,Pittsburgh,34,29,24,26,17,311,1,0,Virginia Tech,37,61,283,28,15,194,1,1
10/28/2000,Purdue,31,28,31,65,39,455,4,0,Ohio State,27,31,70,29,17,208,1,1
10/28/2000,Rice,0,52,140,13,3,46,0,2,Texas Christian,37,51,249,21,11,151,1,0
10/28/2000,Rutgers,13,37,133,36,13,171,2,0,Boston College,42,55,325,18,11,159,0,1
10/28/2000,Southern Cal,16,39,118,39,19,202,2,1,California,28,39,82,12,7,131,0,1
10/28/2000,South Carolina,14,29,24,31,16,268,1,1,Tennessee,17,39,101,31,19,152,1,1
10/28/2000,San Diego State,22,25,26,46,30,393,2,1,Colorado State,34,33,84,34,22,232,1,1
10/28/2000,San Jose State,57,50,285,22,12,227,0,1,Hawaii,48,20,74,74,38,492,2,0
10/28/2000,Southern Miss,6,38,113,33,18,215,0,1,Houston,3,30,-2,31,15,150,0,0
10/28/2000,Southern Methodist,21,36,143,35,25,233,1,0,Nevada-Reno,7,23,19,39,22,306,4,1
10/28/2000,Stanford,28,44,182,30,13,166,0,1,Washington,31,42,170,26,15,216,2,0
10/28/2000,UL-Lafayette,0,40,114,31,17,135,1,3,North Texas,13,41,207,11,6,108,1,1
10/28/2000,Texas Christian,37,51,249,21,11,151,1,0,Rice,0,52,140,13,3,46,0,2
10/28/2000,Tennessee,17,39,101,31,19,152,1,1,South Carolina,14,29,24,31,16,268,1,1
10/28/2000,Texas,48,36,90,50,23,383,1,1,Baylor,14,32,57,33,9,77,4,1
10/28/2000,Toledo,35,41,251,28,17,135,0,2,Navy,14,46,127,18,10,105,1,1
10/28/2000,Texas Tech,45,32,80,49,33,409,0,1,Kansas,39,44,172,41,23,327,0,1
10/28/2000,Tulane,32,25,59,72,43,388,3,1,Louisville,35,37,114,42,24,283,0,2
10/28/2000,Tulsa,12,32,78,55,30,352,2,2,Fresno State,34,37,199,24,17,252,1,0
10/28/2000,Texas A & M,26,53,171,20,12,155,0,0,Kansas State,10,34,118,40,14,227,3,0
10/28/2000,Alabama-Birmingham,16,36,156,26,15,192,0,0,East Carolina,13,41,157,35,18,253,0,0
10/28/2000,U.C.L.A.,27,39,54,35,19,230,2,0,Arizona,24,45,211,18,7,105,4,0
10/28/2000,Nevada-Las Vegas,40,59,378,25,7,93,2,0,Mississippi,43,38,163,29,18,288,0,0
10/28/2000,Utah,3,27,60,31,13,185,2,0,New Mexico,10,53,161,12,6,39,0,0
10/28/2000,Utah State,44,39,236,43,24,247,0,1,Arkansas State,31,30,68,44,22,231,1,1
10/28/2000,Virginia,17,33,105,15,8,122,0,1,North Carolina,6,49,157,39,22,223,1,1
10/28/2000,Virginia Tech,37,61,283,28,15,194,1,1,Pittsburgh,34,29,24,26,17,311,1,0
10/28/2000,Washington,31,42,170,26,15,216,2,0,Stanford,28,44,182,30,13,166,0,1
10/28/2000,Washington State,9,31,56,37,17,184,2,0,Oregon State,38,43,267,30,13,146,1,0
10/28/2000,Wisconsin,13,50,118,26,18,292,1,2,Iowa,7,24,84,27,13,122,2,0
10/28/2000,Western Michigan,42,51,241,35,22,261,0,0,Kent State,0,32,94,16,7,27,0,0
10/28/2000,Wyoming,7,36,67,30,19,169,4,1,Brigham Young,19,40,128,34,22,225,1,3
11/04/2000,Air Force,41,59,278,22,14,163,0,0,Army,27,35,233,32,15,134,2,0
11/04/2000,Arkansas State,14,23,53,28,19,219,0,1,Boise State,42,52,206,28,20,304,1,1
11/04/2000,Alabama,28,38,164,33,15,150,1,2,Louisiana State,30,39,133,31,18,275,0,0
11/04/2000,Arizona,32,51,263,34,13,208,0,1,Washington,35,30,211,34,17,196,1,3
11/04/2000,Arkansas,24,36,212,37,16,181,2,0,Mississippi,38,42,194,25,10,109,0,0
11/04/2000,Army,27,35,233,32,15,134,2,0,Air Force,41,59,278,22,14,163,0,0
11/04/2000,Arizona State,38,36,77,54,30,314,1,1,Southern Cal,44,45,261,37,22,279,2,4
11/04/2000,Ball State,3,45,132,31,11,96,2,0,Western Michigan,42,36,210,39,22,314,2,0
11/04/2000,Baylor,7,28,69,30,9,25,2,0,Oklahoma,56,39,129,38,25,387,2,0
11/04/2000,Boise State,42,52,206,28,20,304,1,1,Arkansas State,14,23,53,28,19,219,0,1
11/04/2000,Boston College,31,45,154,28,19,273,1,0,Temple,3,32,92,24,10,126,3,1
11/04/2000,Bowling Green,13,40,85,24,12,123,3,0,Marshall,20,31,64,35,20,202,2,0
11/04/2000,Buffalo,20,50,73,36,23,323,1,0,Kent State,17,39,108,31,18,185,1,0
11/04/2000,Brigham Young,21,16,57,41,18,120,3,2,Colorado State,45,43,165,31,19,298,0,3
11/04/2000,California,32,30,27,44,17,349,2,0,Oregon State,38,47,207,28,11,317,1,1
11/04/2000,Central Florida,20,24,47,37,18,254,1,0,Louisiana Tech,16,28,53,52,34,363,2,0
11/04/2000,Cincinnati,33,44,126,32,20,351,1,1,Alabama-Birmingham,21,35,138,34,17,183,2,2
11/04/2000,Clemson,7,36,95,38,15,167,3,0,Florida State,54,40,250,43,27,521,0,2
11/04/2000,Central Michigan,15,36,40,41,23,276,2,3,Eastern Michigan,31,49,225,26,17,109,1,0
11/04/2000,Colorado,28,34,54,32,17,147,2,1,Missouri,18,60,159,34,17,246,3,2
11/04/2000,Colorado State,45,43,165,31,19,298,0,3,Brigham Young,21,16,57,41,18,120,3,2
11/04/2000,Duke,26,30,50,46,29,354,2,0,Wake Forest,28,48,244,20,13,138,0,1
11/04/2000,Eastern Michigan,31,49,225,26,17,109,1,0,Central Michigan,15,36,40,41,23,276,2,3
11/04/2000,Florida,43,38,141,36,21,334,2,1,Vanderbilt,20,33,52,41,15,147,5,0
11/04/2000,Fresno State,45,42,209,31,23,257,0,1,Hawaii,27,27,138,44,26,297,2,0
11/04/2000,Florida State,54,40,250,43,27,521,0,2,Clemson,7,36,95,38,15,167,3,1
11/04/2000,Hawaii,27,27,138,44,26,297,2,0,Fresno State,45,42,209,31,23,257,0,1
11/04/2000,Houston,23,38,146,45,25,248,0,0,Tulane,41,35,142,33,19,309,1,1
11/04/2000,Iowa State,10,28,80,42,18,211,2,1,Kansas State,56,60,367,20,13,216,0,1
11/04/2000,Idaho,16,35,150,45,27,319,0,1,North Texas,14,42,134,24,10,145,0,0
11/04/2000,Illinois,42,36,99,29,21,277,0,0,Indiana,35,65,447,18,10,130,1,1
11/04/2000,Indiana,35,65,447,18,10,130,1,1,Illinois,42,36,99,29,21,277,0,0
11/04/2000,Iowa,26,44,162,37,25,232,1,0,Penn State,23,30,132,51,27,302,1,0
11/04/2000,Kansas,17,29,97,31,16,169,1,1,Nebraska,56,73,493,8,7,69,0,2
11/04/2000,Kent State,17,39,108,31,18,185,1,0,Buffalo,20,50,73,36,23,323,1,0
11/04/2000,Kansas State,56,60,367,20,13,216,0,1,Iowa State,10,28,80,42,18,211,2,1
11/04/2000,Kentucky,17,31,122,53,23,264,4,3,Mississippi State,35,44,253,20,11,212,2,3
11/04/2000,Louisville,49,33,126,42,25,293,0,2,Southern Miss,28,36,61,32,18,300,4,0
11/04/2000,Louisiana State,30,39,133,31,18,275,0,0,Alabama,28,38,164,33,15,150,1,2
11/04/2000,Louisiana Tech,16,28,53,52,34,363,2,0,Central Florida,20,24,47,37,18,254,1,0
11/04/2000,Marshall,20,31,64,35,20,202,2,0,Bowling Green,13,40,85,24,12,123,3,0
11/04/2000,Michigan State,13,39,108,24,14,103,2,2,Ohio State,27,50,157,21,9,132,2,1
11/04/2000,Maryland,35,41,138,34,21,200,1,0,No Carolina State,28,47,218,35,16,183,0,1
11/04/2000,Memphis,17,28,47,27,15,137,0,2,Tennessee,19,42,99,31,19,224,1,2
11/04/2000,Miami-Florida,41,39,183,23,11,283,0,1,Virginia Tech,21,44,162,30,15,234,2,1
11/04/2000,Miami-Ohio,27,35,135,21,9,213,1,0,Ohio,24,70,399,6,3,38,1,1
11/04/2000,Michigan,51,44,217,37,24,318,0,2,Northwestern,54,50,332,40,27,322,0,0
11/04/2000,Minnesota,20,51,303,32,18,187,3,1,Wisconsin,41,46,216,21,12,204,1,0
11/04/2000,Mississippi,38,42,194,25,10,109,0,0,Arkansas,24,36,212,37,16,181,2,0
11/04/2000,Missouri,18,60,159,34,17,246,3,2,Colorado,28,34,54,32,17,147,2,1
11/04/2000,Mississippi State,35,44,253,20,11,212,2,3,Kentucky,17,31,122,53,23,264,4,3
11/04/2000,Mid Tennessee St,66,41,301,28,21,269,0,0,Connecticut,10,28,81,46,24,276,4,1
11/04/2000,North Carolina,20,47,129,32,13,164,2,0,Pittsburgh,17,32,63,39,18,344,0,3
11/04/2000,No Carolina State,28,47,218,35,16,183,0,1,Maryland,35,41,138,34,21,200,1,0
11/04/2000,Nebraska,56,73,493,8,7,69,0,2,Kansas,17,29,97,31,16,169,1,1
11/04/2000,UL-Monroe,18,33,81,26,14,147,2,0,UL-Lafayette,21,39,91,30,15,177,1,0
11/04/2000,Nevada-Reno,22,26,44,48,21,258,3,1,Texas-El Paso,45,50,179,35,20,323,0,2
11/04/2000,Northern Illinois,24,36,165,26,13,193,1,0,Toledo,38,55,335,26,21,226,0,1
11/04/2000,New Mexico,16,42,114,30,14,154,1,1,San Diego State,17,38,35,24,12,148,0,2
11/04/2000,New Mexico State,37,52,369,32,15,226,0,1,Utah State,44,36,322,39,24,297,0,2
11/04/2000,North Texas,14,42,134,24,10,145,0,0,Idaho,16,35,150,45,27,319,0,1
11/04/2000,Northwestern,54,50,332,40,27,322,0,0,Michigan,51,44,217,37,24,318,0,2
11/04/2000,Ohio,24,70,399,6,3,38,1,1,Miami-Ohio,27,35,135,21,9,213,1,0
11/04/2000,Ohio State,27,50,157,21,9,132,2,1,Michigan State,13,39,108,24,14,103,2,2
11/04/2000,Oklahoma,56,39,129,38,25,387,2,0,Baylor,7,28,69,30,9,25,2,0
11/04/2000,Oklahoma State,16,35,167,33,16,155,2,0,Texas A & M,21,37,190,37,24,246,1,1
11/04/2000,Oregon,27,21,94,39,18,212,1,0,Washington State,24,47,122,34,14,217,1,0
11/04/2000,Oregon State,38,47,207,28,11,317,1,1,California,32,30,27,44,17,349,2,0
11/04/2000,Penn State,23,30,132,51,27,302,1,0,Iowa,26,44,162,37,25,232,1,0
11/04/2000,Pittsburgh,17,32,63,39,18,344,0,3,North Carolina,20,47,129,32,13,164,2,0
11/04/2000,Rice,43,62,301,5,1,12,0,0,Southern Methodist,14,35,133,26,13,93,3,1
11/04/2000,Southern Cal,44,45,261,37,22,279,2,4,Arizona State,38,36,77,54,30,314,1,1
11/04/2000,San Diego State,17,38,35,24,12,148,0,2,New Mexico,16,42,114,30,14,154,1,1
11/04/2000,San Jose State,27,45,138,24,11,237,2,0,Texas Christian,24,42,164,23,12,194,1,2
11/04/2000,Southern Miss,28,36,61,32,18,300,4,0,Louisville,49,33,126,42,25,293,0,2
11/04/2000,Southern Methodist,14,35,133,26,13,93,3,1,Rice,43,62,301,5,1,12,0,0
11/04/2000,Stanford,35,40,178,46,23,317,2,2,U.C.L.A.,37,40,117,28,17,346,2,1
11/04/2000,UL-Lafayette,21,39,91,30,15,177,1,0,UL-Monroe,18,33,81,26,14,147,2,0
11/04/2000,Syracuse,31,42,183,37,20,216,1,0,West Virginia,27,37,169,21,8,156,2,0
11/04/2000,Texas Christian,24,42,164,23,12,194,1,2,San Jose State,27,45,138,24,11,237,2,0
11/04/2000,Temple,3,32,92,24,10,126,3,1,Boston College,31,45,154,28,19,273,1,0
11/04/2000,Tennessee,19,42,99,31,19,224,1,2,Memphis,17,28,47,27,15,137,0,2
11/04/2000,Texas,29,53,233,35,20,182,1,1,Texas Tech,17,14,17,49,28,282,2,3
11/04/2000,Toledo,38,55,335,26,21,226,0,1,Northern Illinois,24,36,165,26,13,193,1,0
11/04/2000,Texas Tech,17,14,17,49,28,282,2,3,Texas,29,53,233,35,20,182,1,1
11/04/2000,Tulane,41,35,142,33,19,309,1,1,Houston,23,38,146,45,25,248,0,0
11/04/2000,Texas A & M,21,37,190,37,24,246,1,1,Oklahoma State,16,35,167,33,16,155,2,0
11/04/2000,Alabama-Birmingham,21,35,138,34,17,183,2,2,Cincinnati,33,44,126,32,20,351,1,1
11/04/2000,U.C.L.A.,37,40,117,28,17,346,2,1,Stanford,35,40,178,46,23,317,2,2
11/04/2000,Nevada-Las Vegas,16,40,163,21,11,78,0,2,Utah,38,44,193,21,13,157,0,1
11/04/2000,Utah,38,44,193,21,13,157,0,1,Nevada-Las Vegas,16,40,163,21,11,78,0,2
11/04/2000,Texas-El Paso,45,50,179,35,20,323,0,2,Nevada-Reno,22,26,44,48,21,258,3,1
11/04/2000,Utah State,44,36,322,39,24,297,0,2,New Mexico State,37,52,369,32,15,226,0,1
11/04/2000,Vanderbilt,20,33,52,41,15,147,5,0,Florida,43,38,141,36,21,334,2,1
11/04/2000,Virginia Tech,21,44,162,30,15,234,2,1,Miami-Florida,41,39,183,23,11,283,0,1
11/04/2000,Washington,35,30,211,34,17,196,1,3,Arizona,32,51,263,34,13,208,0,1
11/04/2000,Washington State,24,47,122,34,14,217,1,0,Oregon,27,21,94,39,18,212,1,0
11/04/2000,Wake Forest,28,48,244,20,13,138,0,1,Duke,26,30,50,46,29,354,2,0
11/04/2000,Wisconsin,41,46,216,21,12,204,1,0,Minnesota,20,51,303,32,18,187,3,1
11/04/2000,Western Michigan,42,36,210,39,22,314,2,0,Ball State,3,45,132,31,11,96,2,0
11/04/2000,West Virginia,27,37,169,21,8,156,2,0,Syracuse,31,42,183,37,20,216,1,0
11/11/2000,Air Force,44,74,400,15,10,130,1,1,Colorado State,40,18,178,41,22,334,1,2
11/11/2000,Akron,49,42,241,25,12,287,2,0,Buffalo,14,54,243,26,9,100,1,3
11/11/2000,Arkansas State,53,31,193,38,21,213,1,0,North Texas,28,37,111,31,19,214,2,1
11/11/2000,Alabama,7,28,31,31,13,281,2,0,Mississippi State,29,50,276,27,18,262,0,1
11/11/2000,Arizona,9,31,69,22,9,89,1,0,Oregon State,33,41,73,31,17,231,1,0
11/11/2000,Arkansas,20,35,118,20,11,128,1,3,Tennessee,63,51,290,34,19,212,0,0
11/11/2000,Army,17,55,137,25,10,111,0,0,Louisville,38,28,126,34,23,307,1,1
11/11/2000,Auburn,29,37,150,38,24,149,2,0,Georgia,26,26,55,35,23,164,1,2
11/11/2000,Arizona State,7,34,23,38,13,151,2,0,Stanford,29,45,145,30,17,169,0,0
11/11/2000,Ball State,3,44,81,36,24,200,2,0,Toledo,31,35,260,19,6,82,0,0
11/11/2000,Baylor,22,41,13,30,15,195,3,1,Missouri,47,52,273,28,16,199,1,1
11/11/2000,Boise State,66,48,260,30,21,381,0,1,Utah State,38,24,86,57,25,509,0,0
11/11/2000,Boston College,16,30,124,29,15,172,2,0,Notre Dame,28,61,380,12,9,86,0,2
11/11/2000,Bowling Green,21,36,102,25,14,236,1,0,Ohio,23,55,277,12,2,17,1,0
11/11/2000,Buffalo,14,54,243,26,9,100,1,3,Akron,49,42,241,25,12,287,2,0
11/11/2000,California,17,28,88,39,15,197,1,0,Oregon,25,38,76,36,20,252,1,1
11/11/2000,Central Florida,21,23,21,45,28,362,4,2,Virginia Tech,44,61,313,8,2,55,0,0
11/11/2000,Cincinnati,13,31,66,33,15,124,2,0,Memphis,10,42,152,34,20,203,4,3
11/11/2000,Central Michigan,21,43,97,29,17,220,0,0,Western Michigan,17,44,176,20,8,99,3,0
11/11/2000,Colorado,27,38,132,34,25,307,1,3,Iowa State,35,47,277,27,15,173,1,1
11/11/2000,Colorado State,40,18,178,41,22,334,1,2,Air Force,44,74,400,15,10,130,1,1
11/11/2000,Duke,31,35,155,37,24,319,1,1,No Carolina State,35,25,48,51,32,413,1,1
11/11/2000,East Carolina,62,54,247,27,12,183,0,0,Houston,20,35,100,33,15,238,1,1
11/11/2000,Eastern Michigan,39,33,131,51,36,372,0,1,Northern Illinois,32,43,278,25,13,144,2,2
11/11/2000,Florida,41,31,152,46,27,356,0,0,South Carolina,21,35,81,28,19,166,0,1
11/11/2000,Fresno State,7,30,41,31,15,183,2,2,Texas Christian,24,62,217,15,7,78,0,1
11/11/2000,Florida State,35,25,229,39,24,327,3,0,Wake Forest,6,46,162,26,11,114,1,0
11/11/2000,Georgia,26,26,55,35,23,164,1,2,Auburn,29,37,150,38,24,149,2,0
11/11/2000,Georgia Tech,35,57,304,37,29,323,0,0,Virginia,0,29,154,30,14,136,1,2
11/11/2000,Hawaii,37,29,155,45,24,283,2,1,Nevada-Reno,17,32,41,51,27,337,2,2
11/11/2000,Houston,20,35,100,33,15,238,1,1,East Carolina,62,54,247,27,12,183,0,0
11/11/2000,Iowa State,35,47,277,27,15,173,1,1,Colorado,27,38,132,34,25,307,1,3
11/11/2000,Idaho,44,39,157,37,19,366,1,1,New Mexico State,41,64,432,28,14,228,2,2
11/11/2000,Illinois,21,30,152,30,16,181,1,0,Ohio State,24,57,223,38,23,251,3,0
11/11/2000,Indiana,22,47,250,35,15,209,4,1,Wisconsin,43,39,228,23,16,207,0,3
11/11/2000,Iowa,27,40,103,27,17,250,0,0,Northwestern,17,50,129,45,25,248,0,0
11/11/2000,Kansas,16,36,125,25,10,111,1,1,Texas,51,61,396,19,11,241,2,0
11/11/2000,Kansas State,29,43,143,36,12,234,1,1,Nebraska,28,45,200,13,2,39,1,1
11/11/2000,Kentucky,20,33,192,55,33,385,1,1,Vanderbilt,24,32,82,29,17,263,0,1
11/11/2000,Louisville,38,28,126,34,23,307,1,1,Army,17,55,137,25,10,111,0,0
11/11/2000,Louisiana State,20,37,152,30,16,290,2,0,Mississippi,9,34,73,37,20,287,1,1
11/11/2000,Marshall,51,40,196,33,21,290,0,1,Miami-Ohio,31,49,185,39,21,283,2,3
11/11/2000,Michigan State,30,51,292,23,12,195,1,0,Purdue,10,21,79,43,26,279,3,0
11/11/2000,Maryland,10,47,145,31,16,164,1,0,North Carolina,13,38,241,16,7,42,1,2
11/11/2000,Memphis,10,42,152,34,20,203,4,3,Cincinnati,13,31,66,33,15,124,2,0
11/11/2000,Miami-Florida,35,41,155,37,22,264,0,0,Pittsburgh,7,30,77,39,19,189,2,1
11/11/2000,Miami-Ohio,31,49,185,39,21,283,2,3,Marshall,51,40,196,33,21,290,0,1
11/11/2000,Michigan,33,50,232,29,14,212,3,0,Penn State,11,34,177,35,19,230,4,1
11/11/2000,Mississippi,9,34,73,37,20,287,1,1,Louisiana State,20,37,152,30,16,290,2,0
11/11/2000,Missouri,47,52,273,28,16,199,1,1,Baylor,22,41,13,30,15,195,3,1
11/11/2000,Mississippi State,29,50,276,27,18,262,0,1,Alabama,7,28,31,31,13,281,2,0
11/11/2000,Mid Tennessee St,45,34,188,25,15,232,0,0,South Florida,9,28,91,44,27,206,2,1
11/11/2000,Navy,38,56,362,43,24,362,3,3,Tulane,50,29,125,41,26,380,2,0
11/11/2000,North Carolina,13,38,241,16,7,42,1,2,Maryland,10,47,145,31,16,164,1,0
11/11/2000,No Carolina State,35,25,48,51,32,413,1,1,Duke,31,35,155,37,24,319,1,1
11/11/2000,Notre Dame,28,61,380,12,9,86,0,2,Boston College,16,30,124,29,15,172,2,0
11/11/2000,Nebraska,28,45,200,13,2,39,1,1,Kansas State,29,43,143,36,12,234,1,1
11/11/2000,Nevada-Reno,17,32,41,51,27,337,2,2,Hawaii,37,29,155,45,24,283,2,1
11/11/2000,Northern Illinois,32,43,278,25,13,144,2,2,Eastern Michigan,39,33,131,51,36,372,0,1
